,object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
4868,63427111,315.9534,-45.783966,354.460765,-41.735446,0,0.0,0.0,0.0,,0.029,16
4872,63493736,320.625,-28.122234,18.980058,-44.078188,0,0.072,0.0763,0.0093,37.6934,0.08,42
4874,63523854,209.707031,-3.882372,333.190074,54.980872,0,0.5161,0.5013,0.0319,42.2679,0.033,88
4881,63640268,342.773438,-36.238361,5.722488,-62.958168,0,0.294,0.3684,0.07,41.4745,0.011,42
4883,63647776,111.269531,-37.1689,249.78448,-9.890508,0,2.5454,2.5875,0.1372,46.6383,0.314,88
4884,63663374,55.898438,-12.48276,201.642163,-47.194571,0,0.0,0.0,0.0,,0.088,16
4886,63675288,22.675781,-1.492246,144.738035,-62.689766,0,0.1113,0.1341,0.0124,39.0006,0.031,42
4887,63677512,357.011719,-9.291553,79.951529,-66.714928,0,0.1848,0.2214,0.451,40.2032,0.026,42
4888,63710100,215.616119,-50.67416,317.329313,9.63545,0,0.2612,0.4738,0.1903,42.1213,0.337,42
4889,63722367,333.105469,-11.71976,47.477865,-49.691988,0,0.1166,2.5381,0.6522,46.5876,0.034,42
4890,63729957,104.495193,-51.255806,261.237765,-19.861301,0,0.1268,0.1365,0.0062,39.0427,0.068,42
4891,63730187,170.507812,-18.052954,274.818159,39.888187,0,0.1645,0.1612,0.0133,39.4374,0.038,62
4893,63753371,358.066406,-18.839405,61.184872,-74.077765,0,0.1634,2.4004,1.2101,46.4405,0.019,42
4896,63799162,342.597656,-10.503271,57.354801,-57.02969,0,0.2706,0.1993,0.0415,39.9474,0.044,42
4897,63823536,347.34375,-4.929937,70.782732,-57.076781,0,0.5653,0.5533,0.055,42.5261,0.036,88
4899,63998866,350.139435,-42.809296,346.657421,-65.79959,0,0.0809,0.0596,0.5232,37.132,0.011,42
4904,64054152,163.652344,-27.279613,273.27416,28.779765,0,0.0,0.0,0.0,,0.073,16
4909,64226016,274.042969,-37.92165,355.249702,-9.940975,0,0.0,0.0,0.0,,0.11,16
4910,64236746,338.504456,-48.141209,345.382964,-56.088456,0,0.0,0.0,0.0,,0.01,16
4912,64286799,229.766953,-45.783966,328.078232,9.756582,0,0.5843,0.4866,0.4009,42.1902,0.234,88
4913,64298890,339.107147,-42.609806,354.584252,-58.573726,0,0.1973,0.1832,0.1703,39.744,0.011,42
4915,64301948,7.918455,-46.37508,313.115581,-70.360413,0,0.283,0.5481,0.1247,42.5014,0.01,62
4916,64359093,47.839806,-51.642994,265.574993,-54.104008,0,0.6234,0.5884,0.0436,42.6877,0.019,42
4917,64379782,185.800781,-35.685333,296.50954,26.834067,0,0.1094,0.2854,0.3395,40.831,0.062,42
4918,64422565,314.824219,0.596842,49.392676,-27.799691,0,0.2547,0.2585,0.0099,40.5845,0.066,62
4919,64427384,190.546875,-15.558919,299.648731,47.25385,0,0.0603,0.0837,0.014,37.9039,0.043,42
4925,64584558,85.429688,-24.132875,228.295146,-25.449513,0,0.2686,0.2777,0.3789,40.7625,0.021,42
4927,64603541,168.398438,-11.872187,268.417398,44.344208,0,0.0,0.0,0.0,,0.042,16
4928,64620384,37.441406,-12.941632,186.131056,-62.985242,0,0.1826,2.4536,1.1567,46.4984,0.015,62
4930,64674300,238.359375,-29.484461,343.851944,18.577277,0,0.5335,0.4783,0.0657,42.146,0.132,42
4931,64727222,350.225403,-44.20153,343.807635,-65.065496,0,0.2176,0.243,0.3396,40.4321,0.009,88
4933,64772601,126.035156,2.686724,221.450118,21.792454,0,0.0,0.0,0.0,,0.032,16
4934,64777436,311.484375,2.836105,49.583674,-23.783739,0,0.4723,0.5026,0.036,42.2746,0.102,42
4942,65031744,71.71875,-27.11186,227.337978,-38.132506,0,0.6065,0.59,0.0287,42.6946,0.026,42
4946,65114256,185.449219,-19.78805,293.452069,42.537437,0,0.3887,0.5003,0.3934,42.2628,0.043,42
4947,65230573,263.320312,2.836105,26.369512,18.654134,0,0.1781,2.3624,0.594,46.3985,0.132,42
4948,65305120,68.027344,-31.388166,231.926843,-42.178195,0,1.7169,1.649,0.3021,45.4426,0.017,88
4951,65379674,114.609375,-23.806295,239.308552,-1.045093,0,0.0,0.0,0.0,,0.615,16
4952,65381947,353.671875,1.64151,87.159119,-55.806061,0,0.2083,0.1831,0.0674,39.7435,0.037,42
4954,65415763,335.742188,-2.238686,61.517267,-46.631171,0,0.7548,0.7252,0.0131,43.241,0.062,42
4957,65479023,190.546875,-18.052954,299.834524,44.763154,0,0.0,0.0,0.0,,0.042,16
4958,65525730,175.429688,-36.609226,287.649361,24.184875,0,0.0781,0.0962,0.021,38.226,0.092,42
4962,65655125,14.647059,-42.010422,297.778496,-75.046206,0,0.2569,0.2534,0.0123,40.5356,0.01,62
4964,65788059,194.765625,-37.732746,304.596772,25.114353,0,0.0,0.0,0.0,,0.046,16
4966,65861881,38.144531,0.596842,168.306804,-53.123264,0,0.7004,0.6866,0.0205,43.0954,0.024,88
4970,65963501,159.433594,-21.381943,265.856815,31.696113,0,0.0878,0.1382,0.0307,39.0714,0.04,62
4971,65978932,178.59375,-1.342993,274.898077,58.388278,0,0.0595,0.0468,0.0165,36.5881,0.02,62
4974,66022701,178.945312,-25.778666,287.522148,35.422114,0,0.242,0.2776,0.0101,40.7616,0.055,62
4975,66027202,352.96875,-4.630479,79.285761,-60.572006,0,0.45,0.3686,0.2689,41.4756,0.035,62
4977,66051352,117.081451,-48.727589,262.208979,-11.447965,0,0.1705,0.5515,0.1429,42.5176,0.182,42
4978,66092834,67.148438,-2.537361,197.331198,-32.626572,0,0.1988,0.1993,0.153,39.9479,0.048,88
4979,66103495,212.34375,-12.48276,330.947722,46.106407,0,0.0792,0.0851,0.0381,37.9417,0.052,62
4981,66209070,63.28125,-32.266235,232.328352,-46.294751,0,0.1698,0.181,0.0118,39.7149,0.016,42
4983,66244110,57.65625,-6.729813,195.699025,-42.892812,0,0.0,0.0,0.0,,0.067,16
4984,66249054,289.863281,-26.610098,11.467044,-17.533814,0,0.0505,0.0739,0.014,37.6205,0.104,42
4986,66262368,37.792969,-34.953865,239.261739,-67.324205,0,0.2214,0.1979,0.0674,39.9306,0.016,62
4988,66385558,99.316406,-29.313198,238.219443,-15.73568,0,0.3727,0.4026,0.0194,41.7011,0.054,42
4989,66400014,110.742188,-30.865255,243.900776,-7.420912,0,0.1024,0.1356,0.0195,39.0271,0.181,42
4991,66425158,168.222656,-30.0,278.749073,28.203042,0,0.193,0.1655,1.2752,39.4999,0.06,42
4995,66542546,343.476562,-14.323464,52.050913,-59.791688,0,1.0194,1.1108,0.0598,44.3826,0.038,88
4997,66586389,46.158798,-46.37508,258.121,-57.489344,0,0.0,0.0,0.0,,0.011,16
4999,66617032,105.340912,-48.922794,259.103386,-18.566983,0,0.0,0.0,0.0,,0.067,16
5000,66626509,75.410156,-29.313198,231.000557,-35.518393,0,0.0,0.0,0.0,,0.009,16
5005,66716030,136.582031,-27.279613,253.501008,13.305935,0,0.2332,0.2595,0.0518,40.5941,0.123,42
5007,66734415,108.632812,-22.831406,235.845886,-5.417869,0,0.0,0.0,0.0,,0.445,16
5009,66743070,105.46875,-41.212543,251.628709,-15.661145,0,0.0,0.0,0.0,,0.098,16
5013,66812546,326.953125,-5.829153,50.430529,-41.482545,0,0.0,0.0,0.0,,0.026,16
5015,66847793,17.929688,-38.491302,283.712681,-77.869841,0,0.1609,0.1836,0.0495,39.75,0.013,42
5016,66874784,165.9375,-32.266235,277.874768,25.313158,0,0.0934,0.2746,0.6609,40.7344,0.073,42
5020,67089327,194.0625,-30.17244,304.167672,32.687761,0,0.0,0.0,0.0,,0.074,16
5021,67108107,249.960938,-29.82786,350.859077,11.102003,0,0.6142,0.6595,0.0195,42.9888,0.267,88
5022,67112741,304.628906,-35.685333,6.085143,-32.281938,0,0.0872,0.0847,0.018,37.933,0.058,62
5023,67114897,116.015625,-17.426323,234.409881,3.251071,0,0.0,0.0,0.0,,0.326,16
5031,67240327,170.15625,-28.461132,279.791396,30.297818,0,0.2867,0.2854,0.0089,40.8305,0.06,42
5033,67241270,177.352936,-48.727589,292.509218,12.884887,0,0.2055,0.1306,0.0509,38.9379,0.104,42
5035,67279967,84.550781,-5.67919,209.632271,-18.864363,0,0.0,0.0,0.0,,0.453,16
5040,67391295,233.613281,-28.971533,340.845284,21.650928,0,0.0,0.0,0.0,,0.254,16
5041,67406546,296.191406,-39.83844,359.705975,-26.724231,0,0.311,0.4852,0.2845,42.183,0.071,42
5042,67410269,346.640625,-26.443335,28.587435,-66.626858,0,0.0,0.0,0.0,,0.022,16
5045,67507321,272.8125,-57.399525,336.726812,-17.487046,0,0.3663,0.4403,0.4301,41.9315,0.087,42
5046,67582612,227.8125,-16.179399,345.12619,34.995009,0,0.0,0.0,0.0,,0.076,16
5050,67622398,25.3125,2.836105,146.713479,-57.717317,0,1.546,0.9048,0.1471,43.8318,0.03,88
5052,67691418,288.984375,-5.229529,31.042171,-7.823623,0,0.2798,2.7341,1.2235,46.7831,0.525,62
5053,67713721,91.863907,-58.730057,267.477579,-28.545466,0,0.8947,0.8163,0.0321,43.5565,0.031,42
5054,67726657,122.695312,-15.558919,236.09886,9.707685,0,0.0,0.0,0.0,,0.06,16
5055,67742303,254.53125,-24.460293,357.719888,11.280318,0,0.0,0.0,0.0,,0.374,16
5056,67816252,286.171875,-13.708317,22.115075,-9.091838,0,0.0556,0.082,0.0151,37.8565,0.286,62
5058,67852731,235.195312,-13.094776,353.99777,32.51171,0,0.0,0.0,0.0,,0.131,16
5060,67916316,98.085938,-28.122234,236.644491,-16.275068,0,0.1827,0.1717,0.0173,39.588,0.044,42
5062,67956884,7.734375,1.342993,112.281585,-61.104122,0,0.0806,0.0825,0.7569,37.8723,0.02,42
5063,67962052,34.453125,2.238686,161.668015,-54.006419,0,0.0657,0.1119,0.2721,38.5763,0.032,42
5064,67962803,220.957031,-18.524391,336.848267,36.837905,0,0.1599,0.158,0.013,39.3895,0.078,42
5065,67968147,135.878906,-5.379379,234.549745,26.10968,0,0.2225,0.2514,0.0138,40.5158,0.019,62
5067,68068114,184.921875,-32.266235,295.172925,30.126714,0,0.0814,0.0978,0.0235,38.2642,0.074,42
5069,68143849,292.164185,-52.60899,345.069823,-26.722235,0,0.7923,0.7789,0.0455,43.4314,0.045,42
5071,68210498,337.928558,-50.86816,341.42378,-54.507571,0,0.2726,0.2761,0.0169,40.7482,0.01,42
5074,68339955,253.032791,-56.064457,332.176061,-7.538634,0,0.7347,0.7191,0.0238,43.2184,0.167,88
5075,68345593,75.585938,-0.74606,200.41278,-24.439369,0,0.2367,0.2452,0.0292,40.4541,0.061,42
5076,68359156,175.276245,-56.446381,293.281586,5.101843,0,0.0,0.0,0.0,,0.294,16
5078,68423835,109.863281,-12.635625,227.346927,0.352151,0,0.0,0.0,0.0,,0.612,16
5079,68475316,351.5625,-6.729813,74.298184,-61.274614,0,0.0,0.0,0.0,,0.026,16
5081,68520877,255.585938,-6.429418,13.748166,20.744524,0,0.0,0.0,0.0,,0.41,16
5083,68550949,317.636719,-22.024313,25.995278,-39.910252,0,0.1092,0.0799,0.0191,37.7985,0.037,42
5089,68670128,169.277344,-29.656013,279.535243,28.894845,0,0.1037,0.0753,1.117,37.6638,0.063,42
5091,68699474,108.984375,-17.426323,231.189094,-2.634109,0,0.0,0.0,0.0,,1.022,16
5092,68725531,111.269531,-31.738394,244.891618,-7.421351,0,0.9188,0.9398,0.0165,43.9336,0.163,88
5094,68771249,122.519531,-19.471222,239.361322,7.487356,0,0.1128,0.0897,0.4559,38.0649,0.101,62
5098,68873934,303.925781,-20.74238,22.420259,-27.429916,0,0.1129,0.136,0.0171,39.0346,0.078,62
5100,68988673,165.9375,-11.567418,265.368848,43.312984,0,0.1965,0.2091,0.017,40.0646,0.039,42
5103,68996599,339.433594,-19.471222,39.754438,-58.462429,0,0.0,0.0,0.0,,0.025,16
5104,68998971,68.378906,-9.896853,205.818718,-35.080056,0,0.1455,0.1417,0.024,39.1317,0.051,42
5106,69010923,171.210938,-5.529265,267.05026,51.208166,0,0.1538,0.135,0.6031,39.0168,0.038,62
5110,69104537,345.410156,-4.480799,68.931544,-55.386447,0,0.1746,0.2051,0.0124,40.0173,0.049,62
5114,69192758,222.714844,0.596842,355.128056,50.9486,0,0.1998,0.2013,0.0066,39.9717,0.038,42
5116,69214098,49.21875,-22.185358,212.518419,-56.70357,0,0.9351,0.9153,0.0382,43.8629,0.017,88
5118,69220264,173.320312,-4.331149,269.000694,53.312392,0,0.2351,0.2347,1.2627,40.3471,0.049,62
5122,69335112,91.230469,1.492246,206.229769,-9.64034,0,0.0,0.0,0.0,,0.367,16
5124,69370664,161.71875,-40.817047,278.884844,16.16675,0,0.3889,0.368,0.0245,41.4718,0.085,42
5127,69489397,343.300781,-8.687297,60.782525,-56.527202,0,0.238,0.2796,0.3083,40.7799,0.036,42
5132,69561279,90.351562,-21.542267,227.437438,-20.286593,0,0.2367,0.233,0.1506,40.3292,0.044,62
5134,69598526,159.609375,-17.426323,263.243126,34.999246,0,0.1008,0.1248,0.0148,38.8311,0.047,42
5136,69647693,112.324219,-9.896853,226.071606,3.772795,0,0.1682,0.2277,1.2663,40.2723,0.317,62
5137,69659448,95.097656,-0.298417,209.642514,-7.040503,0,0.1205,0.0887,0.0117,38.0392,0.407,42
5140,69720208,237.480469,-24.95302,346.490527,22.455518,0,0.0,0.0,0.0,,0.195,16
5143,69772173,279.492188,-35.869247,359.05221,-12.992108,0,0.0861,0.12,0.011,38.7396,0.119,42
5147,70025523,5.273438,-22.831406,63.283324,-81.894506,0,0.5402,0.5649,0.02,42.5806,0.019,88
5150,70061525,13.007812,-4.630479,123.318307,-67.501781,0,0.6701,0.6935,0.0261,43.1221,0.044,88
5154,70155892,219.726562,-21.542267,333.732217,34.822155,0,1.8205,1.4281,0.12,45.0573,0.076,88
5155,70185284,235.195312,-20.902014,347.784188,26.866425,0,0.0538,0.0547,0.0191,36.9369,0.16,62
5158,70218390,250.488281,-5.979157,11.159172,25.240013,0,0.5925,0.5812,0.0105,42.6554,0.398,88
5165,70541274,172.617188,-30.51823,282.967583,29.195355,0,1.029,1.0375,0.0378,44.1992,0.05,88
5166,70576635,38.144531,-34.953865,239.093149,-67.043574,0,0.0697,1.3086,1.0438,44.8229,0.018,42
5168,70611740,349.628906,1.492246,81.199665,-53.676012,0,0.1543,0.1765,0.3521,39.6551,0.034,42
5172,70672645,120.9375,-23.806295,242.262814,3.93471,0,0.0,0.0,0.0,,0.224,16
5174,70718336,31.041668,-49.702389,276.078712,-63.462614,0,0.1271,0.1091,0.0242,38.5179,0.015,42
5179,70819205,129.375,-14.631667,238.905524,15.620098,0,0.0,0.0,0.0,,0.054,16
5181,70863965,296.367188,-10.958863,29.05898,-16.904273,0,0.1317,0.1301,0.0153,38.9289,0.156,62
5182,70870535,165.901291,-46.37508,284.243166,12.546814,0,0.4079,0.3928,0.0194,41.6381,0.1,88
5183,70890576,96.855469,-36.79533,244.788603,-20.344302,0,0.0,0.0,0.0,,0.08,16
5185,70947093,132.33728,-58.730057,275.676649,-9.347161,0,0.0,0.0,0.0,,0.211,16
5187,70987540,38.320312,-25.117701,213.669961,-67.090633,0,0.1425,0.1189,0.2876,38.7178,0.019,42
5191,71066710,147.304688,-2.836105,239.907797,36.860485,0,0.1062,0.1343,1.2169,39.0048,0.037,62
5193,71098197,46.054688,-38.491302,243.713743,-60.079805,0,0.5847,0.5787,0.1027,42.6436,0.013,42
5196,71126328,169.277344,-8.989299,267.326629,47.2563,0,0.0,0.0,0.0,,0.032,16
5197,71132525,36.674007,-47.55368,266.940179,-62.373111,0,0.1369,0.1354,0.0621,39.0236,0.014,42
5198,71154324,171.666672,-44.399834,287.353748,15.892605,0,0.0,0.0,0.0,,0.065,16
5199,71171595,102.128906,-40.228184,249.695174,-17.6471,0,0.2122,0.1941,0.0133,39.8833,0.082,42
5200,71188760,264.375,-8.838267,16.319631,12.04959,0,0.0,0.0,0.0,,0.798,16
5202,71274152,296.71875,-38.873585,0.866201,-26.88168,0,0.0,0.0,0.0,,0.072,16
5204,71299170,143.789062,0.447628,234.048214,35.916341,0,0.2473,0.249,0.0133,40.4918,0.036,62
5208,71399090,275.390625,-54.340912,340.271447,-17.640632,0,0.1258,0.1197,0.5025,38.7348,0.097,62
5210,71449444,205.488281,-12.941632,321.536988,48.096889,0,0.812,0.8166,0.0297,43.5573,0.064,88
5213,71496808,113.203125,-25.447729,240.122751,-2.959827,0,0.0,0.0,0.0,,0.72,16
5215,71503431,183.515625,-2.537361,284.577645,58.996039,0,0.2571,0.2295,0.9751,40.2917,0.026,42
5216,71521763,274.870117,-46.768478,347.365401,-14.329559,0,0.1891,0.1791,0.0156,39.6892,0.076,42
5224,71816360,171.5625,-40.033035,285.720773,19.974571,0,0.171,0.1627,0.0056,39.4599,0.111,42
5229,71878650,90.175781,-6.279288,212.803323,-14.129498,0,0.0,0.0,0.0,,0.341,16
5231,71996356,291.972656,-37.544327,1.149304,-22.931512,0,0.0,0.0,0.0,,0.277,16
5232,72009300,37.202969,-52.416012,273.842137,-58.860593,0,0.1565,0.149,0.0332,39.2496,0.027,42
5233,72040403,68.582886,-55.299438,264.151761,-41.317145,0,0.1202,0.1174,0.4578,38.6883,0.01,42
5235,72058012,322.207031,-39.450893,3.110512,-46.506624,0,0.0,0.0,0.0,,0.028,16
5238,72074915,26.71875,-8.536388,160.704019,-67.248449,0,0.0,0.0,0.0,,0.028,16
5243,72147416,14.0625,-1.342993,125.695029,-64.188921,0,0.0488,0.0693,0.015,37.4719,0.032,42
5247,72221625,145.019531,-34.228867,263.813878,13.733586,0,0.0759,0.0755,0.0172,37.6698,0.117,62
5248,72242636,7.382812,-35.869247,329.649893,-80.094629,0,0.0,0.0,0.0,,0.008,16
5249,72255258,127.441406,-26.944359,248.156397,7.089664,0,0.0,0.0,0.0,,0.1,16
5250,72262779,245.742188,-34.048595,345.224342,10.93448,0,0.0,0.0,0.0,,0.519,16
5251,72273047,102.480469,-14.78593,225.988038,-7.011185,0,0.0,0.0,0.0,,0.469,16
5252,72283619,289.335938,-38.873585,359.098073,-21.366435,0,0.0253,0.0463,0.0151,36.5614,0.25,42
5256,72391044,225.703125,-5.529265,352.064866,44.45202,0,0.0,0.0,0.0,,0.072,16
5257,72568232,67.5,-20.264481,217.46861,-39.873371,0,0.5376,0.516,0.0342,42.3431,0.03,88
5258,72587600,16.875,-10.04835,136.191898,-72.505306,0,0.1182,0.1144,0.7903,38.6278,0.031,42
5260,72639559,39.902344,-12.635625,188.493162,-60.836312,0,0.1342,0.1403,0.0229,39.107,0.024,42
5262,72695878,3.164062,2.537361,103.925089,-58.895823,0,0.4647,0.5393,0.2717,42.4588,0.024,88
5264,72733015,356.484375,3.732834,93.29597,-55.324673,0,0.1174,0.0962,0.1198,38.2248,0.047,42
5267,72803727,189.50705,-50.285809,300.738326,12.528815,0,0.0,0.0,0.0,,0.118,16
5268,72810857,203.378906,-20.423615,316.110118,41.368915,0,0.2084,0.3125,0.0261,41.058,0.068,42
5269,72853018,14.765625,-2.836105,127.551632,-65.639439,0,0.177,0.1429,0.2515,39.1517,0.034,62
5270,72865069,190.019531,-28.29155,299.896892,34.513245,0,0.6869,0.6189,0.2384,42.8208,0.063,42
5275,73029171,200.742188,-21.221792,312.692388,41.051616,0,0.0,0.0,0.0,,0.098,16
5276,73045012,235.371094,-39.450893,335.242122,12.523444,0,0.0,0.0,0.0,,0.199,16
5280,73196956,64.863281,-12.635625,207.049651,-39.372682,0,0.0,0.0,0.0,,0.049,16
5282,73289331,184.395355,-49.896984,297.356426,12.60789,0,0.1823,0.1964,0.0155,39.9121,0.152,42
5285,73342276,38.671875,-27.447618,219.713186,-67.09941,0,0.1709,0.2273,0.0175,40.2678,0.015,42
5288,73402968,134.795456,-48.922794,269.017753,-1.971087,0,0.0,0.0,0.0,,1.064,16
5289,73418931,333.632812,-19.31304,36.671294,-53.267783,0,0.0,0.0,0.0,,0.02,16
5292,73501891,329.309631,-45.191612,353.554972,-51.086111,0,0.1694,0.1578,0.0089,39.387,0.013,42
5293,73501938,159.216095,-45.783966,279.758533,10.945742,0,0.0,0.0,0.0,,0.137,16
5295,73557446,97.207031,-33.152889,241.259113,-18.829617,0,0.4187,0.3968,0.0176,41.6637,0.057,42
5298,73602888,264.726562,-6.729813,18.366529,12.805387,0,0.0,0.0,0.0,,0.954,16
5299,73693128,71.542969,-4.780192,202.157046,-29.932181,0,0.8631,1.6255,0.2116,45.4042,0.032,42
5300,73780016,174.023438,-31.563116,284.667853,28.622504,0,0.4666,0.4914,0.0269,42.216,0.05,42
5308,73946376,43.769531,-23.317957,212.084026,-61.849686,0,0.14,0.2993,0.6859,40.9493,0.027,42
5309,73958432,154.6875,-31.563116,268.608992,20.945922,0,0.0,0.0,0.0,,0.059,16
5311,74025574,44.296875,-19.629557,205.11289,-60.273153,0,0.0,0.0,0.0,,0.017,16
5317,74130796,25.839844,-15.094787,170.646458,-72.953838,0,0.6362,0.5901,0.0304,42.695,0.014,88
5318,74149151,299.882812,-34.772018,6.064414,-28.299433,0,0.1281,0.1103,0.0153,38.5422,0.097,62
5319,74152447,148.183594,-39.83844,269.543529,11.176639,0,0.0905,0.1251,0.0108,38.8374,0.222,42
5320,74193504,109.6875,-14.015684,228.48613,-0.445381,0,0.0,0.0,0.0,,0.519,16
5323,74256178,124.980469,2.686724,220.916587,20.863514,0,0.5265,0.5434,0.0094,42.4786,0.026,88
5324,74271799,232.734375,-27.11186,341.445251,23.588289,0,0.1566,0.1482,0.1099,39.238,0.172,42
5329,74432219,177.1875,-38.111038,289.569001,23.128631,0,0.3632,0.3239,0.6084,41.148,0.095,62
5331,74452430,325.019531,-40.228184,1.853095,-48.63923,0,0.0,0.0,0.0,,0.017,16
5332,74484351,286.171875,-35.136116,1.926485,-17.726985,0,0.0,0.0,0.0,,0.102,16
5335,74516485,190.622314,-46.37508,301.322595,16.468703,0,0.1133,0.0932,0.0131,38.1528,0.102,42
5336,74516761,32.748692,-54.532822,280.410285,-58.978763,0,0.0861,0.0875,0.0113,38.0076,0.031,62
5339,74643673,284.414062,-13.401351,21.635753,-7.421692,0,0.0,0.0,0.0,,0.356,16
5343,74713759,325.546875,-35.136116,9.591961,-49.103128,0,0.2836,0.3697,0.0318,41.4833,0.035,62
5344,74720745,288.457031,-14.169522,22.667771,-11.290859,0,0.0,0.0,0.0,,0.15,16
5345,74733910,174.023438,-38.491302,287.109597,22.054499,0,0.2157,0.2189,0.1539,40.1757,0.097,42
5349,74818669,264.375,-10.655059,14.721593,11.127567,0,0.0,0.0,0.0,,0.589,16
5350,74831033,275.305664,-47.161343,347.122271,-14.76235,0,0.1143,0.1357,0.4256,39.0288,0.083,42
5355,74909063,143.081635,-44.003082,269.441163,5.544652,0,0.0,0.0,0.0,,0.791,16
5357,74940816,229.570312,-41.610443,330.275693,13.334962,0,0.1673,0.1512,0.0192,39.2857,0.12,62
5360,74971609,226.40625,-27.11186,336.407266,26.900196,0,0.1052,0.1036,0.0145,38.398,0.123,42
5361,74987849,58.770493,-56.064457,267.390008,-46.386244,0,0.6412,0.6304,0.0229,42.8694,0.014,42
5362,74994691,75.761719,-23.317957,224.109906,-33.557952,0,0.1911,0.2228,0.0179,40.2191,0.031,62
5363,75011768,85.367645,-52.029728,259.381888,-31.604178,0,0.0,0.0,0.0,,0.037,16
5366,75030174,96.503906,-31.03924,238.949483,-18.634513,0,0.1332,0.1358,0.0075,39.0306,0.045,42
5367,75066687,127.089844,-21.061817,243.09132,10.194251,0,0.0,0.0,0.0,,0.085,16
5374,75186008,171.794113,-58.540249,292.109039,2.549695,0,0.0,0.0,0.0,,0.637,16
5383,75441219,233.613281,-28.971533,340.845284,21.650928,0,0.0416,0.0876,0.0165,38.0082,0.254,62
5386,75499040,189.84375,-7.030393,297.613172,55.71673,0,0.1484,0.1372,0.0135,39.054,0.021,62
5387,75526848,27.672415,-57.780128,288.186006,-57.61954,0,0.445,0.4498,0.0362,41.9865,0.02,42
5388,75585131,38.496094,-8.687297,180.48154,-59.546581,0,0.1423,0.191,0.0164,39.8448,0.027,42
5389,75607816,99.140625,-16.179399,225.837094,-10.515233,0,0.0,0.0,0.0,,0.243,16
5391,75619815,128.847656,-30.345182,251.658015,6.095441,0,0.0,0.0,0.0,,0.149,16
5398,75829070,336.838226,-52.029728,340.246944,-53.353919,0,0.1488,2.6469,1.1462,46.698,0.015,62
5400,75836645,81.210938,-7.933337,210.209683,-22.837591,0,0.2489,0.2038,0.0834,40.002,0.124,88
5404,75851648,345.558136,-49.896984,338.074519,-59.116504,0,0.0,0.0,0.0,,0.007,16
5405,75901991,255.761719,1.790785,21.508579,24.799871,0,0.1877,0.188,0.0086,39.8063,0.103,42
5409,75954855,346.464844,-22.669609,37.653017,-65.694431,0,0.1304,0.1625,0.0134,39.4562,0.025,42
5410,75990776,176.484375,-34.772018,287.975964,26.190264,0,0.0965,0.0788,0.0187,37.7668,0.074,42
5415,76054880,144.667969,-32.089951,262.083356,15.094684,0,0.0,0.0,0.0,,0.105,16
5418,76265178,240.996094,-27.279613,347.228232,18.595763,0,0.3291,2.5913,0.5622,46.6422,0.249,42
5422,76395448,219.023438,-33.689194,326.6724,24.312732,0,0.1569,0.1835,0.2071,39.748,0.064,62
